East,North,Elevation,Var_1,Var_2,Theoretical_rho
   180.369,   578.702,   -75.610,     0.440,     0.248,     0.575
   182.140,   578.188,   -77.454,     0.415,     0.235,     0.572
   183.910,   577.673,   -79.299,     0.429,     0.244,     0.569
   185.681,   577.158,   -81.143,     0.466,     0.257,     0.566
   187.452,   576.643,   -82.987,     0.456,     0.253,     0.563
   189.223,   576.128,   -84.831,     0.489,     0.244,     0.559
   190.994,   575.613,   -86.675,     0.490,     0.234,     0.556
   192.764,   575.098,   -88.519,     0.512,     0.241,     0.553
   194.535,   574.583,   -90.363,     0.483,     0.224,     0.550
   196.306,   574.068,   -92.208,     0.459,     0.212,     0.547
   169.185,   557.239,    -0.000,     0.429,     0.215,     0.595
   171.055,   557.584,    -1.901,     0.413,     0.206,     0.592
   172.924,   557.928,    -3.802,     0.409,     0.203,     0.589
   174.794,   558.272,    -5.703,     0.388,     0.200,     0.585
   176.664,   558.616,    -7.604,     0.408,     0.206,     0.582
   178.533,   558.960,    -9.506,     0.413,     0.215,     0.579
   180.403,   559.305,   -11.407,     0.464,     0.230,     0.575
   182.273,   559.649,   -13.308,     0.452,     0.234,     0.572
   184.142,   559.993,   -15.209,     0.457,     0.238,     0.569
   186.012,   560.337,   -17.110,     0.420,     0.215,     0.565
   187.882,   560.681,   -19.011,     0.378,     0.195,     0.562
   189.751,   561.026,   -20.912,     0.387,     0.200,     0.558
   191.621,   561.370,   -22.813,     0.388,     0.188,     0.555
   193.491,   561.714,   -24.714,     0.399,     0.191,     0.552
   195.361,   562.058,   -26.616,     0.456,     0.215,     0.548
   197.230,   562.402,   -28.517,     0.465,     0.205,     0.545
   199.100,   562.747,   -30.418,     0.464,     0.212,     0.542
   200.970,   563.091,   -32.319,     0.484,     0.207,     0.538
   202.839,   563.435,   -34.220,     0.529,     0.240,     0.535
   204.709,   563.779,   -36.121,     0.483,     0.226,     0.532
   206.579,   564.123,   -38.022,     0.476,     0.219,     0.528
   208.448,   564.468,   -39.923,     0.465,     0.220,     0.525
   210.318,   564.812,   -41.824,     0.435,     0.209,     0.521
   212.188,   565.156,   -43.726,     0.483,     0.232,     0.518
   214.057,   565.500,   -45.627,     0.488,     0.232,     0.515
   215.927,   565.844,   -47.528,     0.487,     0.243,     0.511
   217.797,   566.189,   -49.429,     0.492,     0.260,     0.508
   219.667,   566.533,   -51.330,     0.486,     0.260,     0.505
   221.536,   566.877,   -53.231,     0.449,     0.250,     0.501
   223.406,   567.221,   -55.132,     0.467,     0.254,     0.498
   225.276,   567.565,   -57.033,     0.506,     0.265,     0.495
   227.145,   567.910,   -58.934,     0.483,     0.255,     0.491
   229.015,   568.254,   -60.835,     0.478,     0.238,     0.488
   230.885,   568.598,   -62.737,     0.497,     0.260,     0.484
   232.754,   568.942,   -64.638,     0.515,     0.269,     0.481
   234.624,   569.286,   -66.539,     0.515,     0.260,     0.478
   236.494,   569.631,   -68.440,     0.522,     0.278,     0.474
   238.363,   569.975,   -70.341,     0.537,     0.294,     0.471
   240.233,   570.319,   -72.242,     0.563,     0.284,     0.468
   242.103,   570.663,   -74.143,     0.596,     0.279,     0.464
   243.973,   571.007,   -76.044,     0.552,     0.291,     0.461
   245.842,   571.352,   -77.945,     0.572,     0.331,     0.457
   247.712,   571.696,   -79.847,     0.560,     0.322,     0.454
   249.582,   572.040,   -81.748,     0.549,     0.305,     0.451
   251.451,   572.384,   -83.649,     0.612,     0.329,     0.447
   253.321,   572.728,   -85.550,     0.626,     0.307,     0.444
   255.191,   573.072,   -87.451,     0.652,     0.297,     0.441
   257.060,   573.417,   -89.352,     0.737,     0.324,     0.437
   258.930,   573.761,   -91.253,     0.748,     0.351,     0.434
   260.800,   574.105,   -93.154,     0.742,     0.369,     0.431
   262.669,   574.449,   -95.055,     0.696,     0.353,     0.427
   186.425,   672.343,    -0.000,     0.469,     0.286,     0.564
   188.104,   673.351,    -1.958,     0.434,     0.286,     0.561
   189.783,   674.359,    -3.917,     0.443,     0.288,     0.558
   191.462,   675.368,    -5.875,     0.459,     0.293,     0.555
   193.141,   676.376,    -7.834,     0.446,     0.292,     0.552
   194.820,   677.385,    -9.792,     0.443,     0.282,     0.549
   196.499,   678.393,   -11.751,     0.434,     0.262,     0.546
   198.177,   679.402,   -13.709,     0.447,     0.261,     0.543
   199.856,   680.410,   -15.668,     0.456,     0.269,     0.540
   201.535,   681.419,   -17.626,     0.447,     0.247,     0.537
   203.214,   682.427,   -19.585,     0.473,     0.266,     0.534
   204.893,   683.436,   -21.543,     0.448,     0.264,     0.531
   206.572,   684.444,   -23.502,     0.462,     0.281,     0.528
   208.251,   685.452,   -25.460,     0.480,     0.271,     0.525
   209.930,   686.461,   -27.419,     0.477,     0.267,     0.522
   211.609,   687.469,   -29.377,     0.512,     0.269,     0.519
   213.288,   688.478,   -31.336,     0.527,     0.274,     0.516
   214.966,   689.486,   -33.294,     0.546,     0.295,     0.513
   216.645,   690.495,   -35.253,     0.544,     0.291,     0.510
   218.324,   691.503,   -37.211,     0.582,     0.297,     0.507
   220.003,   692.512,   -39.170,     0.616,     0.271,     0.504
   221.682,   693.520,   -41.128,     0.602,     0.265,     0.501
   223.361,   694.529,   -43.087,     0.571,     0.273,     0.498
   225.040,   695.537,   -45.045,     0.551,     0.292,     0.495
   226.719,   696.545,   -47.004,     0.555,     0.267,     0.492
   228.398,   697.554,   -48.962,     0.569,     0.239,     0.489
   230.077,   698.562,   -50.921,     0.539,     0.217,     0.486
   231.755,   699.571,   -52.879,     0.499,     0.197,     0.483
   233.434,   700.579,   -54.838,     0.496,     0.212,     0.480
   235.113,   701.588,   -56.796,     0.514,     0.235,     0.477
   236.792,   702.596,   -58.755,     0.497,     0.230,     0.474
   238.471,   703.605,   -60.713,     0.503,     0.238,     0.471
   240.150,   704.613,   -62.672,     0.532,     0.250,     0.468
   241.829,   705.621,   -64.630,     0.549,     0.245,     0.465
   243.508,   706.630,   -66.589,     0.589,     0.242,     0.462
   245.187,   707.638,   -68.547,     0.590,     0.288,     0.459
   246.866,   708.647,   -70.506,     0.625,     0.296,     0.456
   248.544,   709.655,   -72.464,     0.666,     0.296,     0.453
   250.223,   710.664,   -74.423,     0.633,     0.302,     0.450
   251.902,   711.672,   -76.381,     0.580,     0.268,     0.447
   253.581,   712.681,   -78.340,     0.519,     0.267,     0.444
   255.260,   713.689,   -80.298,     0.529,     0.292,     0.441
   256.939,   714.698,   -82.257,     0.553,     0.285,     0.438
   258.618,   715.706,   -84.215,     0.573,     0.277,     0.434
   260.297,   716.714,   -86.174,     0.542,     0.285,     0.431
   261.976,   717.723,   -88.132,     0.603,     0.288,     0.428
   263.655,   718.731,   -90.091,     0.599,     0.274,     0.425
   265.333,   719.740,   -92.049,     0.624,     0.288,     0.422
   267.012,   720.748,   -94.007,     0.605,     0.292,     0.419
   268.691,   721.757,   -95.966,     0.654,     0.292,     0.416
   270.370,   722.765,   -97.924,     0.651,     0.317,     0.413
   165.315,   657.979,    -0.000,     0.390,     0.201,     0.602
   164.723,   656.460,    -1.630,     0.408,     0.208,     0.603
   164.131,   654.941,    -3.260,     0.385,     0.218,     0.605
   163.539,   653.422,    -4.891,     0.388,     0.214,     0.606
   162.947,   651.903,    -6.521,     0.379,     0.203,     0.607
   162.355,   650.384,    -8.151,     0.371,     0.207,     0.608
   161.763,   648.866,    -9.781,     0.375,     0.193,     0.609
   161.171,   647.347,   -11.411,     0.354,     0.191,     0.610
   160.579,   645.828,   -13.041,     0.356,     0.199,     0.611
   159.987,   644.309,   -14.672,     0.355,     0.198,     0.612
   159.395,   642.790,   -16.302,     0.374,     0.211,     0.613
   158.803,   641.271,   -17.932,     0.378,     0.207,     0.614
   158.211,   639.752,   -19.562,     0.372,     0.203,     0.615
   157.619,   638.234,   -21.192,     0.335,     0.195,     0.616
   157.027,   636.715,   -22.822,     0.346,     0.202,     0.617
   156.434,   635.196,   -24.453,     0.349,     0.207,     0.618
   155.842,   633.677,   -26.083,     0.358,     0.207,     0.619
   155.250,   632.158,   -27.713,     0.353,     0.205,     0.621
   154.658,   630.639,   -29.343,     0.339,     0.198,     0.622
   154.066,   629.120,   -30.973,     0.350,     0.198,     0.623
   153.474,   627.602,   -32.603,     0.335,     0.185,     0.624
   152.882,   626.083,   -34.234,     0.339,     0.188,     0.625
   152.290,   624.564,   -35.864,     0.322,     0.180,     0.626
   151.698,   623.045,   -37.494,     0.329,     0.191,     0.627
   151.106,   621.526,   -39.124,     0.346,     0.192,     0.628
   150.514,   620.007,   -40.754,     0.333,     0.186,     0.629
   149.922,   618.488,   -42.384,     0.324,     0.173,     0.630
   149.330,   616.970,   -44.015,     0.312,     0.176,     0.631
   148.738,   615.451,   -45.645,     0.320,     0.180,     0.632
   148.146,   613.932,   -47.275,     0.326,     0.194,     0.633
   147.554,   612.413,   -48.905,     0.326,     0.188,     0.634
   146.962,   610.894,   -50.535,     0.330,     0.198,     0.635
   146.370,   609.375,   -52.165,     0.375,     0.222,     0.637
   145.778,   607.856,   -53.796,     0.358,     0.207,     0.638
   145.185,   606.338,   -55.426,     0.320,     0.186,     0.639
   144.593,   604.819,   -57.056,     0.319,     0.183,     0.640
   144.001,   603.300,   -58.686,     0.320,     0.187,     0.641
   143.409,   601.781,   -60.316,     0.314,     0.192,     0.642
   142.817,   600.262,   -61.946,     0.318,     0.195,     0.643
   142.225,   598.743,   -63.577,     0.313,     0.192,     0.644
   141.633,   597.224,   -65.207,     0.329,     0.197,     0.645
   141.041,   595.706,   -66.837,     0.323,     0.203,     0.646
   140.449,   594.187,   -68.467,     0.347,     0.222,     0.647
   139.857,   592.668,   -70.097,     0.327,     0.206,     0.648
   139.265,   591.149,   -71.727,     0.313,     0.203,     0.649
   138.673,   589.630,   -73.358,     0.324,     0.219,     0.650
   138.081,   588.111,   -74.988,     0.323,     0.209,     0.651
   137.489,   586.592,   -76.618,     0.330,     0.206,     0.653
   136.897,   585.074,   -78.248,     0.313,     0.193,     0.654
   136.305,   583.555,   -79.878,     0.294,     0.188,     0.655
   135.713,   582.036,   -81.509,     0.308,     0.189,     0.656
   189.316,   772.121,    -0.000,     0.356,     0.247,     0.559
   188.615,   773.571,    -1.611,     0.378,     0.244,     0.560
   187.913,   775.022,    -3.222,     0.389,     0.244,     0.562
   187.212,   776.472,    -4.834,     0.379,     0.223,     0.563
   186.510,   777.923,    -6.445,     0.362,     0.210,     0.564
   185.809,   779.373,    -8.056,     0.330,     0.205,     0.566
   185.108,   780.824,    -9.667,     0.348,     0.207,     0.567
   184.406,   782.275,   -11.279,     0.352,     0.201,     0.568
   183.705,   783.725,   -12.890,     0.333,     0.193,     0.569
   183.003,   785.176,   -14.501,     0.356,     0.209,     0.571
   182.302,   786.626,   -16.112,     0.359,     0.208,     0.572
   181.601,   788.077,   -17.724,     0.361,     0.198,     0.573
   180.899,   789.527,   -19.335,     0.337,     0.186,     0.574
   180.198,   790.978,   -20.946,     0.350,     0.193,     0.576
   179.496,   792.429,   -22.557,     0.341,     0.198,     0.577
   178.795,   793.879,   -24.169,     0.350,     0.199,     0.578
   178.094,   795.330,   -25.780,     0.340,     0.201,     0.579
   177.392,   796.780,   -27.391,     0.353,     0.207,     0.581
   176.691,   798.231,   -29.002,     0.366,     0.221,     0.582
   175.989,   799.681,   -30.614,     0.383,     0.222,     0.583
   175.288,   801.132,   -32.225,     0.373,     0.219,     0.584
   174.586,   802.583,   -33.836,     0.335,     0.207,     0.586
   173.885,   804.033,   -35.447,     0.302,     0.192,     0.587
   173.184,   805.484,   -37.059,     0.306,     0.196,     0.588
   172.482,   806.934,   -38.670,     0.278,     0.185,     0.590
   171.781,   808.385,   -40.281,     0.280,     0.195,     0.591
   171.079,   809.835,   -41.892,     0.274,     0.195,     0.592
   170.378,   811.286,   -43.504,     0.295,     0.189,     0.593
   169.677,   812.737,   -45.115,     0.310,     0.192,     0.595
   168.975,   814.187,   -46.726,     0.314,     0.182,     0.596
   168.274,   815.638,   -48.337,     0.308,     0.184,     0.597
   167.572,   817.088,   -49.949,     0.307,     0.201,     0.598
   166.871,   818.539,   -51.560,     0.338,     0.225,     0.600
   166.170,   819.989,   -53.171,     0.339,     0.221,     0.601
   165.468,   821.440,   -54.782,     0.364,     0.223,     0.602
   164.767,   822.890,   -56.394,     0.381,     0.212,     0.603
   164.065,   824.341,   -58.005,     0.398,     0.203,     0.605
   163.364,   825.792,   -59.616,     0.388,     0.198,     0.606
   162.662,   827.242,   -61.227,     0.398,     0.211,     0.607
   161.961,   828.693,   -62.839,     0.392,     0.213,     0.608
   161.260,   830.143,   -64.450,     0.418,     0.226,     0.610
   160.558,   831.594,   -66.061,     0.417,     0.228,     0.611
   159.857,   833.044,   -67.672,     0.453,     0.233,     0.612
   159.155,   834.495,   -69.284,     0.447,     0.247,     0.614
   158.454,   835.946,   -70.895,     0.437,     0.243,     0.615
   157.753,   837.396,   -72.506,     0.415,     0.231,     0.616
   157.051,   838.847,   -74.117,     0.391,     0.233,     0.617
   156.350,   840.297,   -75.729,     0.397,     0.226,     0.619
   155.648,   841.748,   -77.340,     0.407,     0.246,     0.620
   154.947,   843.198,   -78.951,     0.384,     0.233,     0.621
   154.246,   844.649,   -80.562,     0.376,     0.242,     0.622
   179.592,   827.369,    -0.000,     0.389,     0.234,     0.577
   178.345,   828.932,    -2.000,     0.399,     0.242,     0.579
   177.097,   830.495,    -3.999,     0.402,     0.229,     0.581
   175.850,   832.058,    -5.999,     0.396,     0.217,     0.583
   174.602,   833.620,    -7.998,     0.393,     0.205,     0.586
   173.355,   835.183,    -9.998,     0.354,     0.191,     0.588
   172.108,   836.746,   -11.997,     0.375,     0.184,     0.590
   170.860,   838.309,   -13.997,     0.376,     0.191,     0.592
   169.613,   839.871,   -15.997,     0.414,     0.210,     0.595
   168.365,   841.434,   -17.996,     0.421,     0.193,     0.597
   167.118,   842.997,   -19.996,     0.393,     0.201,     0.599
   165.871,   844.560,   -21.995,     0.437,     0.211,     0.601
   164.623,   846.122,   -23.995,     0.443,     0.193,     0.604
   163.376,   847.685,   -25.994,     0.436,     0.186,     0.606
   162.128,   849.248,   -27.994,     0.390,     0.170,     0.608
   160.881,   850.811,   -29.994,     0.402,     0.175,     0.610
   159.633,   852.373,   -31.993,     0.394,     0.174,     0.613
   158.386,   853.936,   -33.993,     0.378,     0.175,     0.615
   157.139,   855.499,   -35.992,     0.382,     0.188,     0.617
